,ESTABLISHMENT_1,YEAR,PROVINCE_1,REGION,REGION_NUM,MONTH,QTR,COMMODITY,TEMPERATUREARRIVAL_1,VETID.x,FINAL_ID_SEROTYPE,MIC_AMC,MIC_AMK,MIC_AMP,MIC_AZM,MIC_CEP,MIC_CHL,MIC_CIP,MIC_COL,MIC_CRO,MIC_FOX,MIC_GEN,MIC_KAN,MIC_MEM,MIC_NAL,MIC_SSS,MIC_STR,MIC_SXT,MIC_TET,MIC_TIO,hatchery_1,placement_date,age_sampled,stocking_density,farm_capacity_n,Mortality_percent_barn,Mortality_percent_floor,cocci_tx,cocci_tx_info,ara_3GCS_mgKg,ara_FQLS_mgKg,ara_AMIN_mgKg,ara_LINC_AMCL_mgKg,ara_LINC_mgKg,ara_AMCL_mgKg,ara_MACR_mgKg,ara_PENI_mgKg,ara_STRE_mgKg,ara_TMPS_mgKg,ara_BACI_mgKg,ara_TETR_mgKg,ara_SULF_mgKg,ara_FLAV_mgKg,ara_ORTH_mgKg
58,BCSF0024,2013,ALBERTA,PRAIRIE,3,9,3,Domestic/Farmed,,BCSV003,Cubana,<=1,NA,<=1,8,NA,8,<=0.015,NA,<=0.25,2,0.5,<=8,,4,32,<=32,<=0.12,<=4,1,697,2013-08-22 00:00:00 UTC,32,0.64,55000,2.237171464,2.237171464,Continuous control,Sal,0,0,0,0,NA,NA,0,0,0,0,126.3974959,0,0,0,0
59,BCSF0024,2013,ALBERTA,PRAIRIE,3,9,3,Domestic/Farmed,,BCSV003,Cubana,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,0.5,<=8,,2,32,<=32,<=0.12,<=4,0.5,697,2013-08-22 00:00:00 UTC,32,0.64,55000,2.237171464,2.237171464,Continuous control,Sal,0,0,0,0,NA,NA,0,0,0,0,126.3974959,0,0,0,0
60,BCSF0029,2013,ALBERTA,PRAIRIE,3,8,3,Domestic/Farmed,,BCSV003,Kentucky,32,NA,>32,8,NA,4,<=0.015,NA,32,32,<=0.25,<=8,,4,32,>64,<=0.12,>32,>8,697,2013-07-19 00:00:00 UTC,31,0.65,52000,7.808535179,7.808535179,Shuttle control,NarNic-Mon,0,0,0,0,NA,NA,0,0,0,0,100.1901472,0,0,0,0
61,BCSF0029,2013,ALBERTA,PRAIRIE,3,8,3,Domestic/Farmed,,BCSV003,Kentucky,>32,NA,>32,4,NA,4,<=0.015,NA,16,32,0.5,<=8,,2,32,64,<=0.12,>32,>8,697,2013-07-19 00:00:00 UTC,31,0.65,52000,7.808535179,7.808535179,Shuttle control,NarNic-Mon,0,0,0,0,NA,NA,0,0,0,0,100.1901472,0,0,0,0
62,BCSF0029,2013,ALBERTA,PRAIRIE,3,8,3,Domestic/Farmed,,BCSV003,Kentucky,>32,NA,>32,4,NA,4,<=0.015,NA,16,32,<=0.25,<=8,,2,32,>64,<=0.12,>32,>8,697,2013-07-19 00:00:00 UTC,31,0.65,52000,7.808535179,7.808535179,Shuttle control,NarNic-Mon,0,0,0,0,NA,NA,0,0,0,0,100.1901472,0,0,0,0
63,BCSF0029,2013,ALBERTA,PRAIRIE,3,8,3,Domestic/Farmed,,BCSV003,Mbandaka var.14+,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,4,1,<=8,,2,32,<=32,<=0.12,<=4,1,697,2013-07-19 00:00:00 UTC,31,0.65,52000,7.808535179,7.808535179,Shuttle control,NarNic-Mon,0,0,0,0,NA,NA,0,0,0,0,100.1901472,0,0,0,0
64,BCSF0030,2013,ALBERTA,PRAIRIE,3,8,3,Domestic/Farmed,,BCSV003,Enteritidis,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,0.5,<=8,,4,32,<=32,<=0.12,<=4,1,697,2013-07-19 00:00:00 UTC,32,0.46,240000,3.393464052,3.393464052,Continuous control,Sal,0,0,0,0,NA,NA,0,0,11.05223129,0,63.56156985,0,0,0,0
65,BCSF0030,2013,ALBERTA,PRAIRIE,3,8,3,Domestic/Farmed,,BCSV003,Kentucky,>32,NA,>32,4,NA,4,<=0.015,NA,16,32,0.5,<=8,,2,64,64,<=0.12,>32,>8,697,2013-07-19 00:00:00 UTC,32,0.46,240000,3.393464052,3.393464052,Continuous control,Sal,0,0,0,0,NA,NA,0,0,11.05223129,0,63.56156985,0,0,0,0
66,BCSF0030,2013,ALBERTA,PRAIRIE,3,8,3,Domestic/Farmed,,BCSV003,Kentucky,>32,NA,>32,4,NA,8,<=0.015,NA,16,32,0.5,<=8,,4,32,64,<=0.12,>32,>8,697,2013-07-19 00:00:00 UTC,32,0.46,240000,3.393464052,3.393464052,Continuous control,Sal,0,0,0,0,NA,NA,0,0,11.05223129,0,63.56156985,0,0,0,0
67,BCSF0030,2013,ALBERTA,PRAIRIE,3,8,3,Domestic/Farmed,,BCSV003,Enteritidis,<=1,NA,<=1,2,NA,<=2,<=0.015,NA,<=0.25,1,<=0.25,<=8,,2,<=16,<=32,<=0.12,<=4,0.5,697,2013-07-19 00:00:00 UTC,32,0.46,240000,3.393464052,3.393464052,Continuous control,Sal,0,0,0,0,NA,NA,0,0,11.05223129,0,63.56156985,0,0,0,0
68,BCSF0031,2013,ALBERTA,PRAIRIE,3,12,4,Domestic/Farmed,,BCSV003,Infantis,<=1,NA,<=1,2,NA,8,<=0.015,NA,<=0.25,4,0.5,<=8,,2,32,<=32,<=0.12,<=4,1,619,2013-11-04 00:00:00 UTC,30,0.68,69000,3.81850176,3.569632981,Continuous control,Mon,0.05996847811,0,0,0,NA,NA,0,0,0,0,77.97308287,0,0,0,0
69,BCSF0031,2013,ALBERTA,PRAIRIE,3,12,4,Domestic/Farmed,,BCSV003,Hadar,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,1,<=8,,4,32,64,<=0.12,>32,1,619,2013-11-04 00:00:00 UTC,30,0.68,69000,3.81850176,3.569632981,Continuous control,Mon,0.05996847811,0,0,0,NA,NA,0,0,0,0,77.97308287,0,0,0,0
70,BCSF0033,2013,ALBERTA,PRAIRIE,3,12,4,Domestic/Farmed,,BCSV003,Anatum,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,4,<=0.25,<=8,,2,>256,>64,<=0.12,<=4,1,619,2013-11-12 00:00:00 UTC,30,0.69,70000,4.553191489,0,Continuous control,Sal,0.1637274113,0,0,0,NA,NA,0,0,42.35769611,0,0,0,0,0,0
71,BCSF0034,2013,ALBERTA,PRAIRIE,3,11,4,Domestic/Farmed,,BCSV003,Schwarzengrund,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,<=8,,4,32,<=32,<=0.12,<=4,1,619,2013-10-24 00:00:00 UTC,35,0.68,185000,2.989000478,0,Shuttle control,NarNic-Mon,0.0973319026,0,0,0,NA,NA,0,0,0,0,87.95070147,0,0,0,0
72,BCSF0034,2013,ALBERTA,PRAIRIE,3,11,4,Domestic/Farmed,,BCSV003,Schwarzengrund,<=1,NA,<=1,8,NA,8,<=0.015,NA,<=0.25,2,1,<=8,,4,32,<=32,<=0.12,<=4,1,619,2013-10-24 00:00:00 UTC,35,0.68,185000,2.989000478,0,Shuttle control,NarNic-Mon,0.0973319026,0,0,0,NA,NA,0,0,0,0,87.95070147,0,0,0,0
73,BCSF0034,2013,ALBERTA,PRAIRIE,3,11,4,Domestic/Farmed,,BCSV003,Schwarzengrund,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,1,<=8,,4,32,<=32,<=0.12,<=4,1,619,2013-10-24 00:00:00 UTC,35,0.68,185000,2.989000478,0,Shuttle control,NarNic-Mon,0.0973319026,0,0,0,NA,NA,0,0,0,0,87.95070147,0,0,0,0
74,BCSF0034,2013,ALBERTA,PRAIRIE,3,11,4,Domestic/Farmed,,BCSV003,Schwarzengrund,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,1,<=8,,4,32,<=32,<=0.12,<=4,1,619,2013-10-24 00:00:00 UTC,35,0.68,185000,2.989000478,0,Shuttle control,NarNic-Mon,0.0973319026,0,0,0,NA,NA,0,0,0,0,87.95070147,0,0,0,0
75,BCSF0035,2013,ALBERTA,PRAIRIE,3,7,3,Domestic/Farmed,,BCSV003,Infantis,32,NA,>32,4,NA,8,<=0.015,NA,16,>32,0.5,<=8,,2,32,<=32,<=0.12,<=4,>8,199,2013-06-07 00:00:00 UTC,31,0.52,39000,3.141923436,3.141923436,Continuous control,Sal,0,0,0,0,NA,NA,0,0,0,0,94.28644784,0,0,0,0
76,BCSF0035,2013,ALBERTA,PRAIRIE,3,7,3,Domestic/Farmed,,BCSV003,Infantis,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,4,0.5,<=8,,2,32,<=32,<=0.12,<=4,1,199,2013-06-07 00:00:00 UTC,31,0.52,39000,3.141923436,3.141923436,Continuous control,Sal,0,0,0,0,NA,NA,0,0,0,0,94.28644784,0,0,0,0
77,BCSF0038,2013,ALBERTA,PRAIRIE,3,11,4,Domestic/Farmed,,BCSV003,Kentucky,>32,NA,>32,4,NA,4,<=0.015,NA,16,32,0.5,<=8,,2,32,64,<=0.12,>32,>8,697,2013-10-04 00:00:00 UTC,34,0.58,43000,3.979238754,0,Continuous control,Mon,0.09360551268,0,0,0,NA,NA,0,0,37.28234135,0,0,0,0,0,0
78,BCSF0038,2013,ALBERTA,PRAIRIE,3,11,4,Domestic/Farmed,,BCSV003,"I 4,[5],12:i:-",4,NA,>32,4,NA,8,<=0.015,NA,<=0.25,1,<=0.25,<=8,,4,>256,>64,<=0.12,<=4,0.5,697,2013-10-04 00:00:00 UTC,34,0.58,43000,3.979238754,0,Continuous control,Mon,0.09360551268,0,0,0,NA,NA,0,0,37.28234135,0,0,0,0,0,0
79,BCSF0038,2013,ALBERTA,PRAIRIE,3,11,4,Domestic/Farmed,,BCSV003,Kentucky,>32,NA,>32,4,NA,4,<=0.015,NA,16,32,0.5,<=8,,2,32,>64,<=0.12,>32,>8,697,2013-10-04 00:00:00 UTC,34,0.58,43000,3.979238754,0,Continuous control,Mon,0.09360551268,0,0,0,NA,NA,0,0,37.28234135,0,0,0,0,0,0
80,BCSF0038,2013,ALBERTA,PRAIRIE,3,11,4,Domestic/Farmed,,BCSV003,"I 4,[5],12:i:-",4,NA,>32,2,NA,4,<=0.015,NA,<=0.25,2,<=0.25,<=8,,4,>256,>64,<=0.12,>32,0.5,697,2013-10-04 00:00:00 UTC,34,0.58,43000,3.979238754,0,Continuous control,Mon,0.09360551268,0,0,0,NA,NA,0,0,37.28234135,0,0,0,0,0,0
81,BCSF0040,2013,ONTARIO,ONTARIO,2,8,3,Domestic/Farmed,15.4,BCSV005,Heidelberg,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,1,<=0.25,<=8,,4,<=16,<=32,<=0.12,<=4,1,121,2013-07-18 00:00:00 UTC,39,1.04,15300,2.941176471,3.267973856,Shuttle control,NarSal-Sal,0,0,0,0,NA,NA,0,0,35.01227211,0,0,0,0,0,0
82,BCSF0040,2013,ONTARIO,ONTARIO,2,8,3,Domestic/Farmed,15.4,BCSV005,Heidelberg,<=1,NA,2,4,NA,8,<=0.015,NA,<=0.25,2,<=0.25,<=8,,2,32,<=32,<=0.12,<=4,1,121,2013-07-18 00:00:00 UTC,39,1.04,15300,2.941176471,3.267973856,Shuttle control,NarSal-Sal,0,0,0,0,NA,NA,0,0,35.01227211,0,0,0,0,0,0
83,BCSF0040,2013,ONTARIO,ONTARIO,2,8,3,Domestic/Farmed,15.4,BCSV005,Heidelberg,<=1,NA,<=1,8,NA,8,<=0.015,NA,<=0.25,1,<=0.25,<=8,,4,32,<=32,<=0.12,<=4,1,121,2013-07-18 00:00:00 UTC,39,1.04,15300,2.941176471,3.267973856,Shuttle control,NarSal-Sal,0,0,0,0,NA,NA,0,0,35.01227211,0,0,0,0,0,0
84,BCSF0040,2013,ONTARIO,ONTARIO,2,8,3,Domestic/Farmed,15.4,BCSV005,Heidelberg,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,1,0.5,<=8,,4,32,<=32,<=0.12,<=4,1,121,2013-07-18 00:00:00 UTC,39,1.04,15300,2.941176471,3.267973856,Shuttle control,NarSal-Sal,0,0,0,0,NA,NA,0,0,35.01227211,0,0,0,0,0,0
85,BCSF0041,2013,ONTARIO,ONTARIO,2,5,2,Domestic/Farmed,22.4,BCSV005,Kentucky,<=1,NA,<=1,2,NA,4,<=0.015,NA,<=0.25,1,0.5,<=8,,2,32,>64,<=0.12,>32,0.5,299,2013-04-30 00:00:00 UTC,30,0.71,34660,3.289094057,3.341027121,Continuous control,NarNic,0,0,0,0,NA,NA,27.42095531,0,0,0,0,0,0,0,0
86,BCSF0042,2013,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,4.7,BCSV005,Kentucky,32,NA,>32,4,NA,4,<=0.015,NA,8,16,0.5,<=8,,2,32,64,<=0.12,>32,8,804,2013-09-20 00:00:00 UTC,45,1.326,14700,3.857142857,3.857142857,Shuttle control,Nar-Clo,0,0,0,0,NA,NA,0,0,0,0,118.4258669,0,0,0,0
87,BCSF0042,2013,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,4.7,BCSV005,Kentucky,>32,NA,>32,4,NA,<=2,<=0.015,NA,8,16,0.5,<=8,,2,32,64,<=0.12,>32,8,804,2013-09-20 00:00:00 UTC,45,1.326,14700,3.857142857,3.857142857,Shuttle control,Nar-Clo,0,0,0,0,NA,NA,0,0,0,0,118.4258669,0,0,0,0
88,BCSF0042,2013,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,4.7,BCSV005,Kentucky,>32,NA,>32,4,NA,4,<=0.015,NA,8,16,0.5,<=8,,2,64,64,<=0.12,>32,>8,804,2013-09-20 00:00:00 UTC,45,1.326,14700,3.857142857,3.857142857,Shuttle control,Nar-Clo,0,0,0,0,NA,NA,0,0,0,0,118.4258669,0,0,0,0
89,BCSF0042,2013,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,4.7,BCSV005,Infantis,>32,NA,>32,4,NA,8,<=0.015,NA,64,>32,0.5,<=8,,4,<=16,<=32,<=0.12,<=4,>8,804,2013-09-20 00:00:00 UTC,45,1.326,14700,3.857142857,3.857142857,Shuttle control,Nar-Clo,0,0,0,0,NA,NA,0,0,0,0,118.4258669,0,0,0,0
90,BCSF0043,2013,ONTARIO,ONTARIO,2,7,3,Domestic/Farmed,22.6,BCSV005,Heidelberg,<=1,NA,<=1,8,NA,8,<=0.015,NA,<=0.25,1,0.5,<=8,,4,32,<=32,<=0.12,<=4,1,882,2013-05-27 00:00:00 UTC,44,1.94,20000,8,8,Not applicable,Organic-vaccine,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
91,BCSF0043,2013,ONTARIO,ONTARIO,2,7,3,Domestic/Farmed,22.6,BCSV005,Heidelberg,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,1,0.5,<=8,,4,32,<=32,<=0.12,<=4,0.5,882,2013-05-27 00:00:00 UTC,44,1.94,20000,8,8,Not applicable,Organic-vaccine,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
92,BCSF0043,2013,ONTARIO,ONTARIO,2,7,3,Domestic/Farmed,22.6,BCSV005,Heidelberg,<=1,NA,<=1,8,NA,8,<=0.015,NA,<=0.25,2,0.5,<=8,,4,32,<=32,<=0.12,<=4,0.5,882,2013-05-27 00:00:00 UTC,44,1.94,20000,8,8,Not applicable,Organic-vaccine,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
93,BCSF0043,2013,ONTARIO,ONTARIO,2,7,3,Domestic/Farmed,22.6,BCSV005,Heidelberg,<=1,NA,<=1,8,NA,8,0.03,NA,<=0.25,2,<=0.25,<=8,,4,32,<=32,<=0.12,<=4,1,882,2013-05-27 00:00:00 UTC,44,1.94,20000,8,8,Not applicable,Organic-vaccine,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
94,BCSF0044,2013,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,10.9,BCSV005,Kentucky,<=1,NA,<=1,2,NA,4,<=0.015,NA,<=0.25,2,0.5,<=8,,2,32,<=32,<=0.12,<=4,0.5,121,2013-10-11 00:00:00 UTC,35,0.95,70000,6,4,Not applicable,ABF-vaccine,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
95,BCSF0045,2013,ONTARIO,ONTARIO,2,9,3,Domestic/Farmed,10,BCSV005,Kentucky,>32,NA,>32,8,NA,8,<=0.015,NA,8,32,<=0.25,<=8,,4,32,64,<=0.12,>32,>8,804,2013-08-19 00:00:00 UTC,37,0.856,21012,4.81629545,4.81629545,Shuttle control,SalNic-Sal,0,0,0,0,NA,NA,0,0,18.82934086,37.38031064,0,232.5443086,0,0,0
96,BCSF0045,2013,ONTARIO,ONTARIO,2,9,3,Domestic/Farmed,10,BCSV005,Kentucky,>32,NA,>32,4,NA,4,<=0.015,NA,4,16,0.5,<=8,,2,32,64,<=0.12,>32,8,804,2013-08-19 00:00:00 UTC,37,0.856,21012,4.81629545,4.81629545,Shuttle control,SalNic-Sal,0,0,0,0,NA,NA,0,0,18.82934086,37.38031064,0,232.5443086,0,0,0
97,BCSF0045,2013,ONTARIO,ONTARIO,2,9,3,Domestic/Farmed,10,BCSV005,Kentucky,>32,NA,>32,4,NA,4,<=0.015,NA,8,16,0.5,<=8,,4,32,64,<=0.12,>32,8,804,2013-08-19 00:00:00 UTC,37,0.856,21012,4.81629545,4.81629545,Shuttle control,SalNic-Sal,0,0,0,0,NA,NA,0,0,18.82934086,37.38031064,0,232.5443086,0,0,0
98,BCSF0046,2013,ONTARIO,ONTARIO,2,9,3,Domestic/Farmed,19.5,BCSV005,Kentucky,32,NA,>32,4,NA,4,<=0.015,NA,16,32,<=0.25,<=8,,2,32,64,<=0.12,>32,>8,175,2013-08-09 00:00:00 UTC,33,0.86,42000,1.857142857,1.704761905,Shuttle control,MonNic-Sal,0,0,0,0,NA,NA,0,0,36.0552823,0,0,0,0,0,0
99,BCSF0046,2013,ONTARIO,ONTARIO,2,9,3,Domestic/Farmed,19.5,BCSV005,Kentucky,>32,NA,>32,8,NA,8,<=0.015,NA,16,32,<=0.25,<=8,,2,32,64,<=0.12,>32,>8,175,2013-08-09 00:00:00 UTC,33,0.86,42000,1.857142857,1.704761905,Shuttle control,MonNic-Sal,0,0,0,0,NA,NA,0,0,36.0552823,0,0,0,0,0,0
100,BCSF0046,2013,ONTARIO,ONTARIO,2,9,3,Domestic/Farmed,19.5,BCSV005,Kentucky,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,0.5,<=8,,2,32,>64,<=0.12,>32,0.5,175,2013-08-09 00:00:00 UTC,33,0.86,42000,1.857142857,1.704761905,Shuttle control,MonNic-Sal,0,0,0,0,NA,NA,0,0,36.0552823,0,0,0,0,0,0
101,BCSF0046,2013,ONTARIO,ONTARIO,2,9,3,Domestic/Farmed,19.5,BCSV005,I Rough:i:z6,>32,NA,>32,4,NA,4,<=0.015,NA,16,32,0.5,<=8,,2,64,>64,<=0.12,>32,>8,175,2013-08-09 00:00:00 UTC,33,0.86,42000,1.857142857,1.704761905,Shuttle control,MonNic-Sal,0,0,0,0,NA,NA,0,0,36.0552823,0,0,0,0,0,0
102,BCSF0048,2013,ONTARIO,ONTARIO,2,5,2,Domestic/Farmed,23.4,BCSV005,Kentucky,>32,NA,>32,4,NA,4,<=0.015,NA,16,32,0.5,<=8,,2,32,<=32,<=0.12,<=4,>8,121,2013-04-22 00:00:00 UTC,37,0.9,71000,2.869047619,2.045454545,Not applicable,ABF-vaccine,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
103,BCSF0048,2013,ONTARIO,ONTARIO,2,5,2,Domestic/Farmed,23.4,BCSV005,Kentucky,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,2,0.5,<=8,,2,64,<=32,<=0.12,<=4,0.5,121,2013-04-22 00:00:00 UTC,37,0.9,71000,2.869047619,2.045454545,Not applicable,ABF-vaccine,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
104,BCSF0049,2013,ONTARIO,ONTARIO,2,9,3,Domestic/Farmed,16.7,BCSV007,Heidelberg,>32,NA,>32,4,NA,8,<=0.015,NA,16,>32,0.5,<=8,,4,32,>64,<=0.12,<=4,>8,804,2013-07-25 00:00:00 UTC,43,0.98,280000,12.22426471,5,Shuttle control,NarNic-Sal,0,0,0,0,NA,NA,0,0,0,0,85.95090601,0,0,0,0
105,BCSF0049,2013,ONTARIO,ONTARIO,2,9,3,Domestic/Farmed,16.7,BCSV007,Thompson,8,NA,>32,4,NA,8,<=0.015,NA,<=0.25,1,0.5,<=8,,4,>256,>64,0.25,<=4,1,804,2013-07-25 00:00:00 UTC,43,0.98,280000,12.22426471,5,Shuttle control,NarNic-Sal,0,0,0,0,NA,NA,0,0,0,0,85.95090601,0,0,0,0
106,BCSF0049,2013,ONTARIO,ONTARIO,2,9,3,Domestic/Farmed,16.7,BCSV007,Heidelberg,32,NA,>32,4,NA,4,<=0.015,NA,16,32,0.5,<=8,,2,64,>64,<=0.12,<=4,>8,804,2013-07-25 00:00:00 UTC,43,0.98,280000,12.22426471,5,Shuttle control,NarNic-Sal,0,0,0,0,NA,NA,0,0,0,0,85.95090601,0,0,0,0
107,BCSF0049,2013,ONTARIO,ONTARIO,2,9,3,Domestic/Farmed,16.7,BCSV007,Heidelberg,>32,NA,>32,4,NA,8,0.03,NA,16,32,1,<=8,,4,32,>64,<=0.12,<=4,>8,804,2013-07-25 00:00:00 UTC,43,0.98,280000,12.22426471,5,Shuttle control,NarNic-Sal,0,0,0,0,NA,NA,0,0,0,0,85.95090601,0,0,0,0
108,BCSF0050,2013,ONTARIO,ONTARIO,2,9,3,Domestic/Farmed,11,BCSV007,Kentucky,>32,NA,>32,4,NA,4,<=0.015,NA,16,32,<=0.25,<=8,,2,64,<=32,<=0.12,<=4,>8,121,2013-08-12 00:00:00 UTC,32,1.03,22400,5,3.982142857,Shuttle control,SalNic-Sal,0,0,0,0,NA,NA,0,0,30.40346217,0,0,0,0,0,0
109,BCSF0050,2013,ONTARIO,ONTARIO,2,9,3,Domestic/Farmed,11,BCSV007,Kentucky,32,NA,>32,2,NA,<=2,<=0.015,NA,8,16,<=0.25,<=8,,2,32,<=32,<=0.12,<=4,8,121,2013-08-12 00:00:00 UTC,32,1.03,22400,5,3.982142857,Shuttle control,SalNic-Sal,0,0,0,0,NA,NA,0,0,30.40346217,0,0,0,0,0,0
110,BCSF0050,2013,ONTARIO,ONTARIO,2,9,3,Domestic/Farmed,11,BCSV007,Kentucky,>32,NA,>32,4,NA,4,<=0.015,NA,8,32,0.5,<=8,,2,64,<=32,<=0.12,<=4,>8,121,2013-08-12 00:00:00 UTC,32,1.03,22400,5,3.982142857,Shuttle control,SalNic-Sal,0,0,0,0,NA,NA,0,0,30.40346217,0,0,0,0,0,0
111,BCSF0050,2013,ONTARIO,ONTARIO,2,9,3,Domestic/Farmed,11,BCSV007,Kentucky,>32,NA,>32,2,NA,4,<=0.015,NA,16,32,0.5,<=8,,2,32,<=32,<=0.12,<=4,>8,121,2013-08-12 00:00:00 UTC,32,1.03,22400,5,3.982142857,Shuttle control,SalNic-Sal,0,0,0,0,NA,NA,0,0,30.40346217,0,0,0,0,0,0
112,BCSF0054,2013,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,10.4,BCSV007,Kentucky,>32,NA,>32,2,NA,<=2,<=0.015,NA,8,16,0.5,<=8,,2,32,<=32,<=0.12,<=4,8,804,2013-10-17 00:00:00 UTC,32,0.8,50000,2.1,0,Shuttle control,Sal-Clo,0,0,0,0,0.1402223345,0.2808657571,0,0,0,0,109.628277,0,0,0,0
113,BCSF0054,2013,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,10.4,BCSV007,Kentucky,>32,NA,>32,4,NA,4,<=0.015,NA,8,32,0.5,<=8,,2,32,<=32,<=0.12,<=4,>8,804,2013-10-17 00:00:00 UTC,32,0.8,50000,2.1,0,Shuttle control,Sal-Clo,0,0,0,0,0.1402223345,0.2808657571,0,0,0,0,109.628277,0,0,0,0
114,BCSF0054,2013,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,10.4,BCSV007,Kentucky,>32,NA,>32,1,NA,4,<=0.015,NA,16,32,0.5,<=8,,2,32,<=32,<=0.12,<=4,>8,804,2013-10-17 00:00:00 UTC,32,0.8,50000,2.1,0,Shuttle control,Sal-Clo,0,0,0,0,0.1402223345,0.2808657571,0,0,0,0,109.628277,0,0,0,0
115,BCSF0054,2013,ONTARIO,ONTARIO,2,11,4,Domestic/Farmed,10.4,BCSV007,Kentucky,>32,NA,>32,2,NA,4,<=0.015,NA,8,16,1,<=8,,4,32,<=32,<=0.12,<=4,>8,804,2013-10-17 00:00:00 UTC,32,0.8,50000,2.1,0,Shuttle control,Sal-Clo,0,0,0,0,0.1402223345,0.2808657571,0,0,0,0,109.628277,0,0,0,0
116,BCSF0056,2013,ONTARIO,ONTARIO,2,8,3,Domestic/Farmed,14.2,BCSV007,Kentucky,>32,NA,>32,4,NA,4,<=0.015,NA,8,32,<=0.25,<=8,,2,32,>64,<=0.12,>32,>8,804,2013-07-23 00:00:00 UTC,37,0.94,25800,2.356589147,2.201550388,Shuttle control,NarNic-Nar,0,0,0,0,NA,NA,0,0,0,0,76.88400096,0,0,0,0
117,BCSF0056,2013,ONTARIO,ONTARIO,2,8,3,Domestic/Farmed,14.2,BCSV007,Kentucky,>32,NA,>32,4,NA,4,<=0.015,NA,16,32,0.5,<=8,,2,32,64,<=0.12,>32,>8,804,2013-07-23 00:00:00 UTC,37,0.94,25800,2.356589147,2.201550388,Shuttle control,NarNic-Nar,0,0,0,0,NA,NA,0,0,0,0,76.88400096,0,0,0,0
118,BCSF0057,2013,ONTARIO,ONTARIO,2,6,2,Domestic/Farmed,21.2,BCSV007,Indiana,32,NA,>32,4,NA,>32,<=0.015,NA,16,32,0.5,<=8,,4,>256,>64,<=0.12,>32,>8,804,2013-05-10 00:00:00 UTC,45,0.82,280000,3.527607362,3.941717791,Not applicable,Conventional-vaccine,0,0,0,0,NA,NA,0,0,36.11879183,0,77.64379074,0,0,0,0
119,BCSF0057,2013,ONTARIO,ONTARIO,2,6,2,Domestic/Farmed,21.2,BCSV007,Hadar,<=1,NA,2,4,NA,4,<=0.015,NA,<=0.25,2,0.5,<=8,,4,<=16,64,<=0.12,>32,0.5,804,2013-05-10 00:00:00 UTC,45,0.82,280000,3.527607362,3.941717791,Not applicable,Conventional-vaccine,0,0,0,0,NA,NA,0,0,36.11879183,0,77.64379074,0,0,0,0
120,BCSF0057,2013,ONTARIO,ONTARIO,2,6,2,Domestic/Farmed,21.2,BCSV007,Livingstone,<=1,NA,<=1,4,NA,8,<=0.015,NA,<=0.25,4,0.5,<=8,,4,32,<=32,<=0.12,<=4,0.5,804,2013-05-10 00:00:00 UTC,45,0.82,280000,3.527607362,3.941717791,Not applicable,Conventional-vaccine,0,0,0,0,NA,NA,0,0,36.11879183,0,77.64379074,0,0,0,0
121,BCSF0057,2013,ONTARIO,ONTARIO,2,6,2,Domestic/Farmed,21.2,BCSV007,Hadar,<=1,NA,<=1,4,NA,4,<=0.015,NA,<=0.25,2,1,<=8,,2,64,>64,<=0.12,>32,1,804,2013-05-10 00:00:00 UTC,45,0.82,280000,3.527607362,3.941717791,Not applicable,Conventional-vaccine,0,0,0,0,NA,NA,0,0,36.11879183,0,77.64379074,0,0,0,0
